OID_,gasht_name_str,ZONE_CODE,COUNT,AREA,MEDIAN
411,14467,411,91.000000000000000,81900.000000000000000,0.047349411994219
412,14538,412,323.000000000000000,290700.000000000000000,0.058019705116749
413,17368,413,114.000000000000000,102600.000000000000000,0.031462417915463
414,15766,414,319.000000000000000,287100.000000000000000,0.067474022507668
415,16419,415,202.000000000000000,181800.000000000000000,0.028425913304090
416,11737,416,76.000000000000000,68400.000000000000000,0.027395258657634
417,15697,417,89.000000000000000,80100.000000000000000,0.044914919883013
418,14687,418,331.000000000000000,297900.000000000000000,0.042815823107958
419,16378,419,166.000000000000000,149400.000000000000000,0.018671293742955
420,18946,420,441.000000000000000,396900.000000000000000,0.034229185432196
421,14316,421,217.000000000000000,195300.000000000000000,0.031326696276665
422,11538,422,38.000000000000000,34200.000000000000000,0.028567405417562
423,13519,423,251.000000000000000,225900.000000000000000,0.018014363944530
424,19149,424,126.000000000000000,113400.000000000000000,0.116677276790142
425,11756,425,87.000000000000000,78300.000000000000000,0.034333977848291
426,15336,426,166.000000000000000,149400.000000000000000,0.044559421017766
427,14919,427,302.000000000000000,271800.000000000000000,0.041103629395366
